"","text"
"280","maaf ku kasih bintang   gk  kejelasan    bot tiket konser udah gitu gak pake bot kena cancel  konfirmasi  disuruh bukti war pake screen record dikata sempet ngerecord    disangka oake bot   bukti screenrecord kepihak tiketcom bukti  pake bot terima kasih mohon kerjasamanya"
"281","if improve your app to kick bot means decrease your sells good luck  gila orang pesen  udh apk lemod trakhir nya  disuruh refund perbaikin ya sistemnya masukin sprint   "
"282"," kecewa aplikasi berhenti ga   pembayaran trus jual tiket konsernya dimana"
"283","   maintenance ya   ga  deh"
"284","daftar aja susa pake gmailuda coba bikin akun gmail gak "
"285","aplikasi tdk beres   harga hotel tdk sesuai   check in"
"286","pesawat  pindah dri jam  jam    pemberitahuan   giliran yg pakai travelok   pemberitahuan nnya  gimana sih aplikasi  ga  merugikan  untung pindah ya  jam coba pindah ya   percepaf gimana  aplikasi emang nya  ganti tiket  tolong  perbaiki    lihat doang ulasannya klo ga  nerima kritikan bubarkan aja ni aplikasi"
"287","parah  aplikasi pesan hotel  daerah bromo    lokasi  hotel nya   putus mitra terpaksa bayar ekstra"
"288","poin gak busa  kalo  rb  tau poin nya habis  berlaku mending pake yg  gak ribet tujer poin gampang gak  rb"
"289","    pembayaran stuck  tampil  aplikasi  kendala memproses pesanan mestinya   diatasi  menambah kapasitas server     sisi aplikasi  fungsi penerimaan pesanan  improve   memproses   order    nda diatasi   customer pindah  layanan     kendala       berpengaruh  hasil  strategi bisnis  sudahdirencanakan"
"290","mempermudah  traveling sendirianterima kasih"
"291","tes    iklannya  delet   iklan membewa virus  ponsel error"
"292","so bad  penanganan  until now  gak  kejelasan  tiket bot tiket yg dicancel  lainyaa"
"293","kecewa bgt ticketin konser bisabisanya kebobol  bot  salah sasaran  cancel buyer  pake bot lolos  yg ga ngebot  cancel"
"294","sorry kecewa karna  bot yg ga  kelar"
"295"," sih perusahaan gede  kecolongan penjualan tiket pakai bot huuu"
"296","kecewa banget ticketing konser dikuasai bot   pembatalan tiket  salah sasaran bener bener kecewa  transparansi nya   ngga "
"297","masak situs penjualan tiket   bobol botparah banget sih"
"298","ga   pake aplikasi  booking hotel tp  sistem hotelnya masuknya kamar dgn rate dibawah yg dipesan ribet claimnya ujung nya nawarin refund   butuhnya kamar trtentu sy  merekomendasikan aplikasi "
"299","  sih sistemnya kebobol bot tolong jgn kyk gini  "
"300","payah aplikasi berumur    dibobol bot pesanan yg dibatalkan  pesanan orang yg  pakai bot mengecewakan"
"301","  tiketkonser   cancel  ga pakai bot"
"302","pengamanannya sngat   tiketing dibobol  bot org yg jujur war sndiri  gk dapet habis   drama cancelling tiket ya bagus sih tpi kalo  salah sasaran yg jujur yg  kena cancel nutupin    maaf tiketing    toxic org yg war dgn jujur  was takut tiket yg  susah payah dapetin dicancel  pantes  dapet pelayanan yg  terimakasih"
"303","diperbaiki  y keamanannya males  tiketing lawannya bot"
"304","tolong   ngecancel tiket ya  cek ulang   cancel cancel   gak pake bot  cancel aneh"
"305","apk flop pelayanan  butut gaya an ngundang seventeen niatnya berantas bot  kena  orang jujur najis mending benerin  server lo   gaya"
"306","pelayanan jelek gampang kena bot  sistemnya  diamanini  yg war jujur   cancel"
"307","mengecewakan pas ticketing kebobolan bot "
"308","bintang   kecewa  pelayanannya "
"309","  yg  diperbaiki  kaget tau dana refund   tiket point   berlaku dibatasi        hangus  diperbaiki regulasinya merugikan  client  layanan customer otomatis  live chat  layanan customer yg pakai wa dipertimbangkan  eksistensinya live chat yg  robot otomatis ganti judul  live chat"
"310","tiket gue  cancel  alasan gak  gak transparan banget dibatalin  "
"311"," beli tiket ss susah cm sisa yellow mulu ga tau permainan dr promotor nya ato dr  malesin bgt"
"312","pengalaman ticketing   buruk banget     bot nyaa tolong perbaikilah kinerja nyaa"
"313","  bayar paylater koq gak  yacoba   sdh seminggu "
"314","aplikasi jelek pesan tiket konser purple udah berhasil eh pas cek   berubah  yellow  buruk"
"315"," mengecewakantidak  pemberitahuan  tiket pesawat jam berubahparah"
"316","mengecewakan   tiketing konser be the sun    bot   cepat responnya"
"317","  membayar tiket     etiket  rugi juta  bangsatt"
"318","kecewa banget sumpah  nonton streaming lag mulu yg   buang  saa buang uang kecewa berat"
"319","murah murah tiket   suka banget  aplikasi "
"320"," kecewa  pelayanan nya   uang  masuk   kembalikan"
"321","   yg   dana yg   transfer   "
"322","tiket   dipesan mohon   diganti metode pembayarannya      pembayaran  memiliki  saldo     membayar      ditunggu pesanan tiket hangus   pemesanan ulang yg  menghanguskan promo"
"323"," mengecewakan  diskon tau taunya eror gak  keklik mendingan aplikasi sebelah"
"324"," bagus fastrespon  mudah  mengerti terima kasih "
"325","cs nya ramah salah email  selesai  menit"
"326","aplikasi aneh  ga  search penerbangan  disuruh ganti tgl pdhl  traveloka  tuh"
"327","payah  gue war tiket lawannya bot tibatiba  log out pas  log in  beda user  fix aneh banget jelek bintang   kecewa banget "
"328","    pembayaran  metode kartu kredit mandiri"
"329","bayar ga  telat  paylaternya  matiin"
"330","  kecewa  pelayanan  gk sesuai jam  keberangkatan    pemberitahuan   dibandara pesawat uda berangkat     menit     beli tiket "
"331","  korperatif pakai situs payah pengamanan  murah  beli tiket   bobol  bot  tiket com aplikasi    tiket kecewa banget kecewa mending gausah deh lo make make jual tiket konser muak"
"332","mengecewakansaya pesan tiket kereta  sesuaidi deskripsi tulisannya ekonomi premiumdan sy sdh bayar sesuai hrga  dapatnya ekonomi biasasaran  jngn  pesan tiket "
"333","aplikasinya mah bermanfaat   promo  diskon     refundperubahan jadwal     aplikasinya   sih   mudah  praktis semoga kedepannya diperbaiki "
"334","paylater  tolak mulu  gak ngasi utang gak  adain sistem paylater"
"335"," udh beli tiket vidio udh  bayar    menunggu pembayaran   bukti transfernya ya  salah   digit nya   bayar "
"336","aplikasi broken bayar tiket paylater muncul   koneksi internet  wa email telpon cs gak  solusi"
"337","pesan tiket pesawat kadaluarsa    bayar pesan   suruh bayar  pesanan  kadaluarsa bikin pesanan  ga  kek  cuuq maksudnya"
"338","in aplikasi kagk  lamaharga  tgl udh murahbedaeeehhhh   klik w milih tgl   mahaaaaaaal poooool"
"339","proses refund susah  bertele tele"
"340","suara call center ga terdengar  kayak ga niat  layanan call center respon email     beli tiket  kartu kredit kadang ga  jelek"
"341","mengecewakn pengalaman   mengenakkan sdh trf ga  konfirmasi sdh pembayaran  pesanan nya kadaluarsa  ga mw pakai aplikasi   sdh jam  tiketnya    sdh bayar"
"342","apk  ngeselin e tiket  masuk cs dihubungi   balasan   udah bayardisini  beli gak  ya"
"343","   pembayaran tiket pesawat    pemberitahuan pembayaran   jam  cek tiket yg  pesan  kadaluarsa  tiketnya   bayarkan  uang   potong cs nya  berguna      hubungi   email  tanggapan       membayar tiket mahal mahal uang   potong tiket  terbit    kejelasan"
"344","  pesan hotel  email blm terisi   ketik alamat email colum email readonly  wajib diisi "
"345"," tagl agustus   grobogan  jogja nyampe penginapan golden inna   hotelnya   bekerjasama tolong kembalikan uang  karna   bayar fulll"
"346"," harga diaplikasi   yg  murah"
"347","apasih ga nyambung aplikasinya mo pesen tiket pesawat   kolom data pemesanan email   diklik alhasil ga  pesen ganti lha  programer appnya jelek  komplen  cs  login dlu  login  ga  data eror mulu gmna mo laku jualan mu klo eror   appnya"
"348","halo  selesaikan pembayaran  tiket   ajukan refund disetujui   dana dikembalikan"
"349"," bagus  mudah "
"350","iklan nya muncul   udah  downloadbodoh bet"
"351","bintang   ga  info  ngirim kritik  saran kemana"
"352","parah mahal banget   padang jt parah orang kangen mahal banget coba aja k    pesawat"
"353"," gagal  pembayaran paylater koneksi internet bagus  parah"
"354","pembayaran    tiket  dikirim please    korban  aplikasi  bagus   buruk"
"355"," reload  koin jg hilang gak  sm   edit profil tetep aja gak bs smoga ditindak biar pengguna  kecewa bikin aplikasi  gak bs kepakai gak "
"356","parah sih   boking pas dibayar tgl berbeda "
"357","maaf min  udah  kali mengalami    nonton streaming nya   memakai indihome   vpn     memakai     eror  jaringan wifi  data seluler  lancar   butuh saran     eror       udah   kali      terimakasih min "
"358","mudah bagus  ga ribetgood job"
"359","pengalaman   buruk  aplikasi pembelian tiket online   taman safari  alasan  buka tutup jalan   polisi    kebijakan  reschedule    membeli tiket mending  aplikasi    amanah"
"360"," mengecewakan villa  penuh   dipesan   refund   hati   klo  pesan pakai apl   pesan  zonk hotelvilla penuh semoga  kejadian   rencana liburan  berantakan"
"361"," udah booking tulis jam khusus tetep aja gak   kamar tersedia  jam khusus  nggak   kamar penuh  udah transfer   gimana  udah perjalan  lakok kayak gini"
"362","yg  pembayaran   menu  perhitungan  mundur warna merah tdk  digulir      parahuser interface nya nyaman kemaren sblm  update aplikasi"
"363","  mudah berkat aplikasi tiket semoga  sukses"
"364","   keperluan mendadak"
"365","cepat respon cs nya     promo  diskon"
"366","mantapppppplebih pro dibandingkan tetangga sebelah lanjutkan promo yahud nya yasip sip"
"367","pelayanan slowrespon   chek in online   kesulitan admin costumer service nya ngelempar kesana kesini gak rekomen nih aplikasi"
"368","mengecewakan ngga  mengajukan refund  reschedule  aplikasi   browser itupun kalo ngajuin prosesnya via browser hape bolak  ditawari install aplikasi   ngga     aplikasi  uninstall  reinstall   nyatakan bugnya selesai  berhubung  ngerti banget keluhanku   dibalas autobot  aja kasih bintang ya     tim admin   manusia  baca"
"369","alhamdulillah  aplikasinya  membantu  mudah  pemesanan tiket trims semoga  oarang  suka  apk "
"370"," proses refund   selesai dana    transfer  meremehkan  "
"371"," stasiun cikarang   perjalanan    bekasi "
"372"," puas pelayanan nya"
"373","kualitas asu lihat harga termurah  kalenderada harga yg murah  salah  tanggal   memilih tanggal  dng harga   harapkanhargannya jd beda  mahaltidak sesuai  kalendernya b"
"374","aplikasi kesayangansimple gunainnyametode pembayaran  pilihanmoga  bagus ya pelayanan nya"
"375","pelayanan jelek   memuaskan"
"376","pas cek tiket pas login tutup pintu  "
"377","mengecewakan sekaliii   nonton video yg udh dibeli  error  buang   nunggu dibenerin  udh  diplay  keplay   ga  dr  bener bikin  kebuang apagi   diakses   play video"
"378"," kah aplikasi  terpercaya takut ny pas  pesan hotel penuh  terdaptar"
"379","tingkatkan  keamanan transaksi terima kasih"
"380"," nggak suka aplikasi  iklan nya mengganggu banget aplikasi jelek"
"381","aplikasi   membantu utk mencari tiket pesawat dgn harga terbaik   promo diskon nya"
"382","dibilang harga murah promo  harganya  mahal nyesel download nya termahal dibanding yg  tiket pesawat harga promo  aja"
"383","saran mohon  tambahkan fitur pemesanan tiket pesawat multikota  aplikasi sebelah terimakasih"
"384","aplikasinya bagus  payleter nya gak bagus coba banyakin payleter  kerjasamanya  payleter  ribet jarang   tembus  data bersih aneh"
"385","aplikasi yg  buruk auto uninstall"
"386"," membantu  pencarian hotel  harga  terjangkau  disertai promo discount nya yg "
"387","ga  pakek aplikasi  disediain paylater telat dikit aja neror nya ga karuan tagihan dikit nerornya kayak tagihan ratusan juta aja aplikasi sebelah tagihan    nelat  aja ga segitunya kalo neror aplikasi lebay "
"388"," point aja harsunya      mengurangi biaya pemesanan tiket jng  rbu      pelanggan  point  ngurangi nominal    senanggk  nunggu ribu  "
"389","  pakai  cicilan  lancar tau limit dibekukan coba hubungi cs  kebijakan analisis salah  kekuranganya"
"390","aplikasi  recomended  hotel  penuh     booking    hotel pas sampe hotel kamar  penuh kondisi   malam   cape  perjalan     konfirmasi   aplikasi  kecewa  sarankan  pake aplikasi "
"391","nyesel pakai aplikasi   pesen hotel tgl juli pas  vouchernya tgl juli  refund uang  dibalikin persen pdahal  aja kepesan intinya aplikasi  kalah  dg aplikasi yg sejenisnya"
"392","berkali kali ajuin paylater gk disetujui  uninstall aja yaa"
"393","belilah tiket  maskapai langsung   aplikasi nya jngn  agen gakjelas"
"394"," seminggu   informasi    transaksi  berhasil   tagihan  tagihan nya   bayar    takut akun bermasalah mencoba  bantuan  csnya    informasi  semoga dana    kembalikan secepatnya"
"395","blm   aja dpt limit   non aktif  kayak nyo cm   download ajakita  konfirmasi   oper   payah"
"396"," etiket perjalan  mudah"
"397"," rekomended tp blom  membantu "
"398"," app   mudah  simple"
"399"," dlu bintang nyaa sy  nanyaa klo cra ngmbil tiket  bandara nya gimana y tolong  ya karna sya berangkat besok jam pagi"
"400","bagus cepat tdk mengecewakan   mudahan tdk berubah"
"401","  membantu  bagus      fitur cek in online utk  maskapai"
"402"," gimana yaa     pembayaran paylater jaringan  tersedia tolong  cek"
"403"," mantappp   pakai paylaternya   ga paham multipaymentnya krn  limit       wkwkww"
"404","app lol harga  tertera ditanggal beda  harga pas udah  booking app rusak l o l"
"405"," membantu pelanggan pelayanan prima sex"
"406"," membantu   traveler"
"407","tiket dot com sdh mlakukan pnipuan    psen hotel trus g jdi  skr uang  blm dikembalikan ktanya dh ditransfer trus  transaksi bank  dh  kasih tpi msh blm jga ditransfer   jgn gunain aplikasi  entr dtipu kyk "
"408"," promo dapatkan diskon ribu  pembayaran via ovo realitanya    pembayaran via ovo    klik"
"409","woi   dilihatin   tiket   tersedia  kehabisan gini  sial an"
"410","      pemesanan tiket kereta api kolom stasiun keberangkatan  tujuan  fungsi  pilih stasiunnya ttp aja kosong  email cs    penyelesaian  update    aj"
"411"," bagus  perjalanan"
"412","aplikasi bilang cek in dhitung kena mlm   booking d jam  mlm sampe hotel dtolak uang  dkembalikanjangan pake aplikasi   sya rekomndasikan"
"413"," bagus   pesan hotel   bayar    diproses  konfirmasi  setuju proses  batalkan uang  "
"414"," buka metode pembayaran    bayar via bca  ovo       pelanggan aplikasi "
"415","lemot harga  mahal pilihan tiket pesawat  hotel    uninstall aja"
"416"," bagus  membantu  bepergian  liburan"
"417"," kecewa sdh pesan kamar oyo  bayar   hotel pesanan      kecewa dmna  membawa bayi  lansia"
"418","harga terbaik  fitur   mudah dipahami"
"419","pesen tiket kereta u cepet simple akurat semoga   percaya seterusnyagood"
"420","maaf ya sebernarnya  ngak  instal aplikasi   orang kampung ngak kemana  skali   mohon"
"421"," sj sy   booking bermasalah hrg tdk bs  klik sprt trouble heran bngtaplikasi buruk "
"422","cs nya payah  memahami permasalahan konsumen  respon nya   lambat  berkali order    proses membayar  sesi wkt pembayaran habis  coba pesan  harga   mantap aplikasi nya hebat bikin konsumen emosi jiwa raga"
"423","kecewa  proses refund    dibantu"
"424","terpercaya sukses  semoga   penggunanya tingkatkan  pelayanannya perbanyak kerja   hotel budget  pengguna   pilihan"
"425"," gmna si aplikasi   pesan kamar   transfer    pas pemesanan eror uang udh masuk   aplikasi  pembayaran "
"426"," gimana sih  tiket u  stadion bekasi muncul    maksudnya gimana sebentar tiket habis   muncul   habis gak beres inimah"
"427"," tolong dibenahi min  pembelian kai local nama penumpang    rubah  no ktp aja kalo  beli  nama orang    klo  beli penumpang jngn langsung nge link nama akun min mksh"
